729,Salamanca,Pontevedra,Tudela
433,Salcedo,Lugo,Millán
779,Saldaña,Tarragona,""
240,Sales,#dbc30d,Cordero
616,Salgado,"",Garzón
4,Salinas,Madrid,Sandoval
51,Salom,Huesca,Sobrino
756,Salom,"",Lago
278,Salvador,"",Armas
752,Salvador,"",""
946,Salvà,Salamanca,""
694,Samper,Almería,Mate
205,Sanabria,"",""
329,Sanabria,Málaga,Olmedo
488,Sanchez,Salamanca,Sola
56,Sancho,Sevilla,""
910,Sanmartín,Salamanca,Frías
521,Santamaria,Córdoba,Valencia
5,Santamaría,Pontevedra,Barrios
782,Santamaría,Albacete,Osuna
141,Santana,Alicante,Lara
117,Sarabia,Ciudad,Cervantes
339,Sarmiento,Pontevedra,Céspedes
474,Sarmiento,Teruel,Sanz
740,Sarmiento,Cuenca,Morillo
451,Sastre,Las Palmas,Pallarès
778,Sastre,Lleida,Agustí
110,Saura,Cádiz,Roca
184,Seco,Pontevedra,Torres
911,Sedano,Valencia,""
73,Segarra,#e0aaed,Uriarte
173,Segarra,La Coruña,Barriga
649,Segovia,Cantabria,Santiago
659,Segovia,Pontevedra,""
619,Serna,"",""
954,Serna,Ourense,Mayol
480,Serrano,Segovia,Baró
30,Sierra,Murcia,Pintor
40,Sierra,Toledo,Moliner
260,Sierra,Cádiz,Peláez
215,Simó,Alicante,Boada
362,Sobrino,Guipúzcoa,""
416,Sobrino,Castellón,Fajardo
471,Sobrino,Jaén,Villa
721,Sobrino,"",Ruano
322,Sola,#cb66d6,Río
868,Solana,Ciudad,Romeu
97,Solano,Álava,""
126,Solano,Lleida,""
668,Solano,Las Palmas,Padilla
391,Solera,"",Ortuño
928,Solera,#e096cc,#f990b5
518,Somoza,Granada,Dominguez
597,Sotelo,Lleida,Sarabia
588,Soto,"",Malo
699,Soto,Salamanca,Hernandez
733,Suarez,Ourense,""
878,Sáenz,"",Jurado
572,Talavera,Vizcaya,Atienza
606,Tejedor,Cáceres,""
151,Tejero,Alicante,Sans
845,Tejero,Cantabria,Gallardo
853,Tello,Huelva,Merino
917,Tello,"",Andrés
59,Tena,Las Palmas,Echevarría
355,Tena,Guadalajara,""
643,Tenorio,Ciudad,""
235,Tormo,"",Otero
865,Tormo,#1da357,Lago
135,Torralba,Soria,""
849,Torralba,"",Llopis
384,Torre,Madrid,Ferrer
501,Torrecilla,Huelva,Manso
667,Torres,Barcelona,Ferrer
988,Torrijos,Las Palmas,Cisneros
532,Trujillo,Las Palmas,Navarro
197,Téllez,#cec708,Cañete
810,Téllez,"",Landa
538,Ugarte,Huelva,""
327,Ureña,"",Bosch
379,Uribe,"",Canet
484,Uribe,León,Sales
252,Valcárcel,Ciudad,Quirós
728,Valderrama,"",Ros
112,Valdés,Valencia,Mata
442,Valencia,Jaén,Ayala
346,Valenciano,Cáceres,Tapia
356,Valenciano,Granada,Blanes
528,Valentín,"",Carnero
191,Vall,"",Aranda
713,Vall,Sevilla,Revilla
990,Vall,Huesca,""
724,Vallejo,Zamora,Alfonso
37,Valverde,La Rioja,Ballesteros
568,Valverde,Asturias,Cerdá
457,Vaquero,Jaén,Palomar
675,Vaquero,"",Carbajo
107,Vargas,Lugo,Gisbert
503,Vargas,Santa Cruz de Tenerife,Ramón
513,Vargas,Córdoba,Talavera
915,Vega,Ciudad,Vallejo
642,Velasco,Guadalajara,Llorente
801,Velasco,Lugo,Peñas
105,Vera,Álava,Burgos
412,Verdugo,Palencia,""
420,Vergara,Cantabria,Arenas
242,Vicens,Santa Cruz de Tenerife,""
887,Vicens,Alicante,Falcón
106,Vigil,Jaén,""
429,Vila,Jaén,Hernandez
454,Vilanova,Santa Cruz de Tenerife,""
372,Vilar,Huelva,Gelabert
797,Vilar,Guipúzcoa,Pintor
32,Villa,Las Palmas,Laguna
527,Villa,La Coruña,""
654,Villa,"",Alberdi
866,Villa,León,Borrás
833,Villalba,Cáceres,Pelayo
140,Villalobos,Baleares,Rovira
404,Villalobos,Barcelona,Collado
465,Villalobos,"",Sales
343,Villalonga,Cuenca,Palma
920,Villar,Cantabria,Pujadas
176,Villegas,"",Villalba
722,Villegas,Alicante,Vendrell
10,Vives,Zaragoza,Vilanova
516,Vizcaíno,Albacete,Jaume
171,Viña,Palencia,Patiño
922,Yuste,Barcelona,Castellanos
63,Yáñez,Navarra,Salom
52,Zabaleta,Málaga,Roura
631,Zamora,Baleares,Higueras
476,Zapata,Granada,Villegas
507,Zaragoza,Badajoz,Molins
998,Zurita,Cuenca,Uriarte
913,Águila,Zaragoza,Pavón
282,Álamo,Segovia,Caballero
149,Ávila,Zaragoza,Heredia
